Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",cbede946-9cc8-4573-841c-9f4dd33f3d83,2025-03-15,Expert,1,1,2,2,2,False,False,False,False,False,False,1,2,3,4,1,False,False,False,False,False,False,False,,,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",1a7a80e8-b013-402e-a73b-c3e3366458d9,2025-03-19,Expert,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,True,False,False,False,False,False,False,,,Male,White,60-86K,38,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,74015,Independent,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Prolific
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",4d0436a0-0908-41a5-bf20-807062d7f454,2025-03-21,Average,4,1,3,2,2,True,True,False,True,False,False,1,1,2,2,2,False,False,False,False,False,False,False,,,Female,Asian American and Pacific Islander,86K-165K,24,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Weekly,Monthly,Upwork
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",55497c83-385e-49f1-9fee-9160ef2cb7eb,2025-03-12,Average,2,2,3,2,3,False,False,False,False,False,False,3,2,2,3,3,False,False,True,True,False,False,False,,,Male,Black,209K-529K,49,"Professional Degree (e.g., MD, JD)",More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,22079,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Weekly,Never,Monthly,Never,Weekly,Never,Weekly,Prolific
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",6ebf45b1-53b0-42f7-8312-affa91eda6af,2025-03-11,Expert,2,3,5,2,3,False,False,False,False,False,False,1,3,4,5,3,False,True,False,False,True,True,False,,,Male,White,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,92679,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Monthly,Never,Weekly,Monthly,Daily,Monthly,Never,Prolific
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,2025-03-11,Expert,2,4,5,1,3,False,False,False,False,False,False,1,2,4,4,3,False,True,True,True,True,True,True,,,Male,White,30-60K,43,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,68771,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Never,Monthly,Daily,Daily,Daily,Prolific
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",a92ce460-fa2b-4b24-b479-2111ce170f7b,2025-03-24,Novice,2,3,4,4,3,False,False,False,False,False,False,1,2,3,4,3,False,True,True,False,True,True,False,,,Female,Asian American and Pacific Islander,Prefer not to say,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,No political affliation,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Monthly,Monthly,Daily,Daily,Weekly,Daily,Never,Daily,WoM
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",cbede946-9cc8-4573-841c-9f4dd33f3d83,2025-03-15,Expert,1,1,2,2,3,False,False,False,False,False,False,1,4,3,4,3,False,True,True,True,True,True,True,,You didn't say how competent the AI is.,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",dcdc99e1-d187-4ff4-b100-f05a0a8701fa,2025-03-24,Average,4,3,2,1,2,True,True,True,True,True,False,1,3,3,4,2,False,False,False,False,False,False,False,,,Male,Asian American and Pacific Islander,30-60K,23,Master’s Degree,3-5 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Daily,WoM
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",1a7a80e8-b013-402e-a73b-c3e3366458d9,2025-03-19,Expert,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,False,False,False,False,False,False,False,,,Male,White,60-86K,38,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,74015,Independent,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Prolific
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",225052ca-806a-4afa-a2f3-73a77e14b4a8,2025-03-23,Average,3,2,3,3,3,False,False,False,False,False,True,2,3,4,5,3,False,True,True,False,False,False,False,,,Male,Other,Prefer not to say,23,Bachelor’s Degree,Less than 1 year,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Monthly,Weekly,Monthly,Daily,Monthly,Monthly,WoM
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",3892b81a-1264-4878-8ce0-00554becf739,2025-03-23,Average,3,4,3,3,3,True,False,True,False,False,True,1,3,4,3,3,False,True,False,True,True,True,False,,,Male,Other,30-60K,27,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Monthly,Daily,Monthly,Never,Weekly,Never,Never,WoM
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",4d0436a0-0908-41a5-bf20-807062d7f454,2025-03-21,Average,2,2,4,4,3,False,False,False,False,False,False,1,1,2,4,3,False,True,True,False,True,False,False,,,Female,Asian American and Pacific Islander,86K-165K,24,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Weekly,Monthly,Upwork
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",6ebf45b1-53b0-42f7-8312-affa91eda6af,2025-03-11,Expert,3,2,4,2,1,False,False,False,True,True,False,1,4,5,5,3,False,True,True,True,True,False,False,,,Male,White,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,92679,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Monthly,Never,Weekly,Monthly,Daily,Monthly,Never,Prolific
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,2025-03-11,Average,2,1,3,3,3,False,False,False,False,False,False,1,4,5,4,4,False,True,True,True,True,True,True,,,Male,White,30-60K,43,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,68771,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Never,Monthly,Daily,Daily,Daily,Prolific
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",788a168b-6694-46f6-8493-e757b2f715b3,2025-03-23,Expert,4,4,4,4,4,False,False,False,True,True,True,4,2,2,4,4,False,True,False,False,False,True,False,,,Male,Asian American and Pacific Islander,165K-209K,34,Master’s Degree,6-10 years,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,WoM
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",a5186a7b-92b9-45a8-a29d-f6b9eeae2944,2025-03-23,Average,3,2,3,3,3,True,False,False,False,False,False,3,3,2,2,3,True,False,True,False,False,True,False,,,Male,Other,0-30K,18,High School,Less than 1 year,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,08400,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Monthly,Daily,WoM
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",ecfc0a97-4911-4040-aebf-ec835b7b6509,2025-03-23,Average,3,3,3,3,3,True,True,True,False,False,False,3,3,3,3,3,False,False,True,False,False,False,True,,,Male,Other,0-30K,18,Bachelor’s Degree,1-2 year,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,WoM
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",f3b8e49d-1add-4f1b-998f-d3d2c8c9eabc,2025-03-23,Expert,5,3,4,1,4,True,False,False,False,False,True,1,5,5,5,3,False,False,False,True,True,False,False,,,Male,Asian American and Pacific Islander,Prefer not to say,35,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,225052ca-806a-4afa-a2f3-73a77e14b4a8,2025-03-23,Average,4,1,2,1,2,True,False,False,False,False,False,1,2,2,4,2,False,False,False,False,False,False,False,,,Male,Other,Prefer not to say,23,Bachelor’s Degree,Less than 1 year,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Monthly,Weekly,Monthly,Daily,Monthly,Monthly,WoM
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,22f104fa-6d65-4c35-942d-1ce2314bd51e,2025-03-21,Average,3,1,3,5,1,True,False,False,False,False,False,3,3,1,3,2,False,False,False,False,False,False,False,,,Male,Black,0-30K,21,Bachelor’s Degree,1-2 year,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Weekly,Monthly,Never,Daily,Weekly,Weekly,Prolific
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,3892b81a-1264-4878-8ce0-00554becf739,2025-03-23,Expert,3,2,2,1,2,True,True,False,False,False,True,1,1,3,2,3,False,False,False,False,True,True,False,,,Male,Other,30-60K,27,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Monthly,Daily,Monthly,Never,Weekly,Never,Never,WoM
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,4d0436a0-0908-41a5-bf20-807062d7f454,2025-03-21,Expert,2,2,3,3,3,False,False,False,False,False,False,1,1,3,3,3,False,True,True,False,False,False,False,,,Female,Asian American and Pacific Islander,86K-165K,24,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Weekly,Monthly,Upwork
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,55497c83-385e-49f1-9fee-9160ef2cb7eb,2025-03-12,Novice,3,1,2,1,1,True,True,False,False,False,False,3,3,2,3,2,False,False,False,False,False,False,False,,,Male,Black,209K-529K,49,"Professional Degree (e.g., MD, JD)",More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,22079,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Weekly,Never,Monthly,Never,Weekly,Never,Weekly,Prolific
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,2025-03-11,Average,4,1,2,1,1,True,True,True,True,True,True,1,3,1,2,2,False,False,False,False,False,False,False,,,Male,White,30-60K,43,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,68771,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Never,Monthly,Daily,Daily,Daily,Prolific
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,7f35d4fc-0ca5-43db-afdf-939a1d921f8f,2025-01-23,Novice,1,1,1,1,1,False,False,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,,,Male,Black,86K-165K,18,"Some College, No Degree",1-2 year,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,a5186a7b-92b9-45a8-a29d-f6b9eeae2944,2025-03-23,Average,2,3,3,3,2,False,False,False,False,False,False,3,2,2,2,3,False,True,False,True,False,False,True,,,Male,Other,0-30K,18,High School,Less than 1 year,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,08400,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Monthly,Daily,WoM
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,cbede946-9cc8-4573-841c-9f4dd33f3d83,2025-03-15,Expert,1,1,1,1,2,False,False,False,False,False,False,1,2,2,2,1,False,False,False,False,False,False,False,,,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,dcdc99e1-d187-4ff4-b100-f05a0a8701fa,2025-03-24,Novice,5,1,2,1,4,False,True,True,False,False,False,1,5,1,3,5,False,False,True,True,False,False,False,,,Male,Asian American and Pacific Islander,30-60K,23,Master’s Degree,3-5 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Daily,WoM
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",0ce52014-4225-4a85-bafe-7226db6d92a0,2025-03-31,Expert,5,5,5,5,5,False,False,False,False,False,False,1,1,3,4,2,False,False,False,False,False,False,False,,,Other,Other,0-30K,18,Prefer not to say,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Upwork
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",1c5110bc-9386-4356-b63b-670af5f3e242,2025-04-02,Average,3,4,5,1,5,True,True,False,False,False,False,3,5,5,5,5,True,True,False,False,True,False,False,,,Male,Black,30-60K,30,Master’s Degree,6-10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,77493,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Never,Daily,Monthly,Daily,Weekly,Daily,Daily,Daily,Prolific
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",22f104fa-6d65-4c35-942d-1ce2314bd51e,2025-03-21,Expert,5,1,2,1,3,True,False,False,False,False,False,4,2,2,3,1,False,False,False,False,False,False,False,,,Male,Black,0-30K,21,Bachelor’s Degree,1-2 year,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Weekly,Monthly,Never,Daily,Weekly,Weekly,Prolific
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",2388d0e1-ed78-4011-9ad6-39e33cd7ef6b,2025-03-30,Novice,2,1,1,1,1,False,False,False,False,False,False,2,2,1,2,3,True,False,False,True,False,False,False,,,Male,White,86K-165K,59,Associate Degree,More than 10 years,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Monthly,Daily,Daily,Daily,Daily,Daily,Monthly,Monthly,Prolific
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",3769f089-d4f2-4f34-be77-4f4c0d31fd8e,2025-03-28,Average,3,3,4,2,3,True,False,True,False,False,True,2,3,2,4,4,False,True,True,True,True,True,False,,,Male,Asian American and Pacific Islander,209K-529K,54,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Monthly,Never,Weekly,Daily,Never,Daily,Never,Daily,WoM
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",40465d04-a0eb-44c4-8fe6-2b90e590d306,2025-04-06,Novice,1,1,1,1,1,False,False,False,False,False,False,1,1,1,1,5,False,False,False,False,False,False,False,,"NOTE: I have never done this task before, but the survey didnt let me continue without rating it since it was the only one avaliable. Please disregard my answers to all questions about ""Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions"" as they may impact the results of the survey",Female,White,Prefer not to say,23,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,94087,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Daily,Never,Weekly,Daily,Never,Daily,WoM
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,2025-03-11,Average,4,1,4,1,2,True,True,True,True,True,True,1,2,1,2,2,False,False,False,False,False,False,False,,,Male,White,30-60K,43,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,68771,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Never,Monthly,Daily,Daily,Daily,Prolific
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",7f35d4fc-0ca5-43db-afdf-939a1d921f8f,2025-01-23,Novice,1,1,1,1,1,False,False,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,,,Male,Black,86K-165K,18,"Some College, No Degree",1-2 year,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",b16d9ccf-ae38-4f60-8c70-ae3aa460186d,2025-03-29,Average,5,1,1,1,5,True,False,False,False,False,False,1,1,2,4,1,False,False,False,False,False,False,False,,,Male,Black,86K-165K,18,Master’s Degree,6-10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,58201,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Never,Daily,Never,Daily,Weekly,Weekly,Prolific
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",c2da33d2-365f-4128-806a-9aa5f12903a7,2025-03-31,Average,5,1,1,1,1,True,False,False,False,False,False,1,3,1,2,2,False,False,False,False,False,False,False,,,Male,White,86K-165K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,08753,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Monthly,Daily,Weekly,Daily,Monthly,Weekly,Prolific
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",22f104fa-6d65-4c35-942d-1ce2314bd51e,2025-03-21,Average,2,3,3,3,3,False,False,False,False,False,False,2,3,3,3,3,True,False,False,False,False,False,False,,,Male,Black,0-30K,21,Bachelor’s Degree,1-2 year,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Weekly,Monthly,Never,Daily,Weekly,Weekly,Prolific
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",4d0436a0-0908-41a5-bf20-807062d7f454,2025-03-21,Average,3,2,3,4,3,False,False,False,True,True,True,1,1,1,2,2,False,False,False,False,False,False,False,,,Female,Asian American and Pacific Islander,86K-165K,24,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Weekly,Monthly,Upwork
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",664bc354-1b66-4518-a897-3a5f2d16a58f,2025-03-25,Novice,2,4,4,1,5,False,False,False,False,False,False,4,3,2,3,3,True,True,True,False,True,True,False,,,Female,White,165K-209K,26,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Prolific
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",6ebf45b1-53b0-42f7-8312-affa91eda6af,2025-03-11,Average,3,2,4,1,2,True,False,False,False,True,False,1,2,3,3,2,False,False,False,False,False,False,False,,,Male,White,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,92679,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Monthly,Never,Weekly,Monthly,Daily,Monthly,Never,Prolific
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,2025-03-11,Expert,3,1,4,1,2,True,True,True,True,True,True,1,3,3,3,3,False,True,True,True,True,True,True,,,Male,White,30-60K,43,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,68771,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Never,Monthly,Daily,Daily,Daily,Prolific
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",cbede946-9cc8-4573-841c-9f4dd33f3d83,2025-03-15,Expert,1,1,2,2,3,False,False,False,False,False,False,1,2,3,4,1,False,False,False,False,False,False,False,,,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",dcdc99e1-d187-4ff4-b100-f05a0a8701fa,2025-03-24,Expert,5,4,4,3,3,True,False,False,True,False,False,1,4,2,4,2,False,False,False,False,False,False,False,,,Male,Asian American and Pacific Islander,30-60K,23,Master’s Degree,3-5 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Daily,WoM
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",f3b8e49d-1add-4f1b-998f-d3d2c8c9eabc,2025-03-23,Novice,5,1,3,1,3,True,False,True,False,False,True,1,3,3,3,3,False,False,True,False,False,True,False,,,Male,Asian American and Pacific Islander,Prefer not to say,35,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM
