Task ID,O*NET-SOC Code,Occupation (O*NET-SOC Title),Task,Occupation Mean Annual Wage,Occupation Employment,Frequency,Importance,Expert_Automation Capacity Rating,Expert_N_Raters,Worker_N_Respondents,Time Cost Score,Time Share Proxy,Market Scale,Frequency Intensity,Importance Intensity,Task Exposure,Automation Potential,Economic Potential Raw,ROI Index,ROI Data Complete,Data Confidence,Strategy Zone
14723,15-1254.00,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,98790.000000,78860.000000,3.000000,3.730000,3.333333,3.000000,10.000000,2.600000,0.460000,0.181818,0.333333,0.682500,0.483958,0.583333,0.051329,0.092026,True,Cao,Giữ nguyên / Theo dõi
14695,15-1254.00,Web Developers,Perform or direct Web site updates.,98790.000000,78860.000000,3.000000,4.000000,3.666667,3.000000,10.000000,1.900000,0.302500,0.181818,0.333333,0.750000,0.422083,0.666667,0.051162,0.091662,True,Cao,Giữ nguyên / Theo dõi
18992,15-1231.00,Computer Network Support Specialists,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,79610.000000,146450.000000,3.000000,4.040000,2.000000,2.000000,5.000000,1.800000,0.280000,0.454545,0.333333,0.760000,0.413333,0.250000,0.046970,0.082538,True,Trung bình,Giữ nguyên / Theo dõi
1317,15-1244.00,Network and Computer Systems Administrators,Perform data backups and disaster recovery operations.,101190.000000,318570.000000,5.000000,4.140000,1.500000,2.000000,8.000000,1.625000,0.240625,0.727273,0.666667,0.785000,0.483229,0.125000,0.043930,0.075921,True,Trung bình,Giữ nguyên / Theo dõi
1301,15-1242.00,Database Administrators,"Plan, coordinate, and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.",107440.000000,73180.000000,3.000000,3.930000,2.333333,3.000000,6.000000,2.000000,0.325000,0.272727,0.333333,0.732500,0.428958,0.333333,0.038996,0.065182,True,Trung bình,Giữ nguyên / Theo dõi
14625,15-1221.00,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,152310.000000,38480.000000,3.000000,3.460000,4.000000,2.000000,10.000000,2.200000,0.370000,0.090909,0.333333,0.615000,0.422083,0.750000,0.028778,0.042942,True,Trung bình,Giữ nguyên / Theo dõi
14633,15-1221.00,Computer and Information Research Scientists,Design computers and the software that runs them.,152310.000000,38480.000000,7.000000,3.630000,2.666667,3.000000,9.000000,2.222222,0.375000,0.090909,1.000000,0.657500,0.601875,0.416667,0.022798,0.029925,True,Cao,Giữ nguyên / Theo dõi
14624,15-1221.00,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,152310.000000,38480.000000,3.000000,3.760000,3.000000,2.000000,10.000000,2.600000,0.460000,0.090909,0.333333,0.690000,0.485833,0.500000,0.022083,0.028369,True,Trung bình,Giữ nguyên / Theo dõi
14623,15-1221.00,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,152310.000000,38480.000000,5.000000,4.240000,2.333333,3.000000,9.000000,3.444444,0.650000,0.090909,0.666667,0.810000,0.694167,0.333333,0.021035,0.026088,True,Cao,Giữ nguyên / Theo dõi
14708,15-1254.00,Web Developers,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,98790.000000,78860.000000,3.000000,3.570000,2.000000,2.000000,10.000000,2.200000,0.370000,0.181818,0.333333,0.642500,0.428958,0.250000,0.019498,0.022742,True,Trung bình,Giữ nguyên / Theo dõi
14636,15-1221.00,Computer and Information Research Scientists,"Approve, prepare, monitor, and adjust operational budgets.",152310.000000,38480.000000,3.000000,2.770000,2.500000,2.000000,6.000000,2.000000,0.325000,0.090909,0.333333,0.442500,0.356458,0.375000,0.012152,0.006752,True,Trung bình,Giữ nguyên / Theo dõi
14626,15-1221.00,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",152310.000000,38480.000000,5.000000,3.890000,1.666667,3.000000,9.000000,2.777778,0.500000,0.090909,0.666667,0.722500,0.597292,0.166667,0.009050,0.000000,True,Cao,Giữ nguyên / Theo dõi
18965,15-1241.00,Computer Network Architects,Develop and implement solutions for network problems.,135890.000000,177010.000000,4.000000,4.200000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
18974,15-1241.00,Computer Network Architects,Estimate time and materials needed to complete projects.,135890.000000,177010.000000,3.000000,3.440000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
18977,15-1241.00,Computer Network Architects,"Maintain networks by performing activities such as file addition, deletion, or backup.",135890.000000,177010.000000,5.000000,4.160000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
18979,15-1241.00,Computer Network Architects,"Monitor and analyze network performance and reports on data input or output to detect problems, identify inefficient use of computer resources, or perform capacity planning.",135890.000000,177010.000000,5.000000,3.900000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
18994,15-1231.00,Computer Network Support Specialists,"Evaluate local area network (LAN) or wide area network (WAN) performance data to ensure sufficient availability or speed, to identify network problems, or for disaster recovery purposes.",79610.000000,146450.000000,5.000000,3.960000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
19001,15-1231.00,Computer Network Support Specialists,"Test computer software or hardware, using standard diagnostic testing equipment and procedures.",79610.000000,146450.000000,3.000000,3.670000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
19006,15-1231.00,Computer Network Support Specialists,Create or update technical documentation for network installations or changes to existing installations.,79610.000000,146450.000000,4.000000,3.610000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
19007,15-1231.00,Computer Network Support Specialists,Document help desk requests and resolutions.,79610.000000,146450.000000,5.000000,3.430000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
19008,15-1231.00,Computer Network Support Specialists,Maintain logs of network activity.,79610.000000,146450.000000,5.000000,3.440000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
19009,15-1231.00,Computer Network Support Specialists,"Monitor industry Web sites or publications for information about patches, releases, viruses, or potential problem identification.",79610.000000,146450.000000,3.000000,3.660000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
19012,15-1231.00,Computer Network Support Specialists,Run monthly network reports.,79610.000000,146450.000000,3.000000,3.050000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
19014,15-1231.00,Computer Network Support Specialists,Train users in procedures related to network applications software or related systems.,79610.000000,146450.000000,4.000000,3.580000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14667,15-1299.08,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",,,3.000000,3.450000,2.333333,3.000000,7.000000,1.857143,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14670,15-1299.08,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,,,3.000000,3.810000,3.333333,3.000000,8.000000,1.375000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14671,15-1299.08,Computer Systems Engineers/Architects,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",,,3.000000,3.450000,3.000000,3.000000,5.000000,1.600000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14672,15-1299.08,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,,,5.000000,3.640000,3.333333,3.000000,9.000000,1.666667,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14673,15-1299.08,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",,,3.000000,3.950000,3.000000,3.000000,6.000000,2.333333,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14675,15-1299.08,Computer Systems Engineers/Architects,Monitor system operation to detect potential problems.,,,5.000000,4.090000,3.000000,2.000000,4.000000,1.500000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14677,15-1299.08,Computer Systems Engineers/Architects,"Investigate system component suitability for specified purposes, and make recommendations regarding component use.",,,5.000000,4.190000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14681,15-1299.08,Computer Systems Engineers/Architects,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",,,3.000000,3.620000,2.666667,3.000000,3.000000,1.666667,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14683,15-1299.08,Computer Systems Engineers/Architects,Design and conduct hardware or software tests.,,,4.000000,3.730000,2.500000,2.000000,5.000000,1.200000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14686,15-1299.08,Computer Systems Engineers/Architects,"Research, test, or verify proper functioning of software patches and fixes.",,,3.000000,3.910000,4.000000,2.000000,7.000000,2.000000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14687,15-1299.08,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",,,3.000000,3.370000,3.333333,3.000000,8.000000,1.875000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16118,15-1243.01,Data Warehousing Specialists,Provide or coordinate troubleshooting support for data warehouses.,,,3.000000,3.910000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16119,15-1243.01,Data Warehousing Specialists,Prepare functional or technical documentation for data warehouses.,,,3.000000,3.320000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16120,15-1243.01,Data Warehousing Specialists,"Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",,,5.000000,3.910000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16121,15-1243.01,Data Warehousing Specialists,"Verify the structure, accuracy, or quality of warehouse data.",,,5.000000,4.430000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16123,15-1243.01,Data Warehousing Specialists,"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures.",,,5.000000,3.830000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16124,15-1243.01,Data Warehousing Specialists,"Map data between source systems, data warehouses, and data marts.",,,4.000000,4.220000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16125,15-1243.01,Data Warehousing Specialists,"Implement business rules via stored procedures, middleware, or other technologies.",,,3.000000,3.550000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16126,15-1243.01,Data Warehousing Specialists,"Develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",,,3.000000,4.130000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16128,15-1243.01,Data Warehousing Specialists,Design and implement warehouse database structures.,,,4.000000,4.090000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16130,15-1243.01,Data Warehousing Specialists,"Create plans, test files, and scripts for data warehouse testing, ranging from unit to integration testing.",,,3.000000,3.610000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16132,15-1243.01,Data Warehousing Specialists,"Develop data warehouse process models, including sourcing, loading, transformation, and extraction.",,,5.000000,4.430000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16104,15-1243.00,Database Architects,Identify and correct deviations from database development standards.,142620.000000,64770.000000,4.000000,3.570000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16106,15-1243.00,Database Architects,"Develop or maintain archived procedures, procedural codes, or queries for applications.",142620.000000,64770.000000,3.000000,3.250000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16108,15-1243.00,Database Architects,"Develop data models for applications, metadata tables, views or related database structures.",142620.000000,64770.000000,4.000000,4.100000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16111,15-1243.00,Database Architects,"Demonstrate database technical functionality, such as performance, security and reliability.",142620.000000,64770.000000,4.000000,3.760000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21715,15-1299.02,Geographic Information Systems Technologists and Technicians,"Produce data layers, maps, tables, or reports, using spatial analysis procedures or Geographic Information Systems (GIS) technology, equipment, or systems.",,,5.000000,4.610000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21716,15-1299.02,Geographic Information Systems Technologists and Technicians,"Design or prepare graphic representations of Geographic Information Systems (GIS) data, using GIS hardware or software applications.",,,5.000000,4.530000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21717,15-1299.02,Geographic Information Systems Technologists and Technicians,Maintain or modify existing Geographic Information Systems (GIS) databases.,,,4.000000,4.400000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21719,15-1299.02,Geographic Information Systems Technologists and Technicians,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements.",,,5.000000,4.240000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21720,15-1299.02,Geographic Information Systems Technologists and Technicians,"Enter data into Geographic Information Systems (GIS) databases, using techniques such as coordinate geometry, keyboard entry of tabular data, manual digitizing of maps, scanning or automatic conversion to vectors, or conversion of other sources of digital data.",,,3.000000,4.080000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21721,15-1299.02,Geographic Information Systems Technologists and Technicians,"Review existing or incoming data for currency, accuracy, usefulness, quality, or completeness of documentation.",,,3.000000,4.060000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21722,15-1299.02,Geographic Information Systems Technologists and Technicians,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software.",,,4.000000,4.030000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21723,15-1299.02,Geographic Information Systems Technologists and Technicians,Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases.,,,3.000000,4.010000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21724,15-1299.02,Geographic Information Systems Technologists and Technicians,Perform integrated or computerized Geographic Information Systems (GIS) analyses to address scientific problems.,,,3.000000,4.000000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21725,15-1299.02,Geographic Information Systems Technologists and Technicians,Select cartographic elements needed for effective presentation of information.,,,5.000000,3.980000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21726,15-1299.02,Geographic Information Systems Technologists and Technicians,"Provide technical support to users or clients regarding the maintenance, development, or operation of Geographic Information Systems (GIS) databases, equipment, or applications.",,,3.000000,3.970000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21728,15-1299.02,Geographic Information Systems Technologists and Technicians,Interpret aerial or ortho photographs.,,,4.000000,3.900000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21730,15-1299.02,Geographic Information Systems Technologists and Technicians,"Document, design, code, or test Geographic Information Systems (GIS) models, internet mapping solutions, or other applications.",,,3.000000,3.730000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21731,15-1299.02,Geographic Information Systems Technologists and Technicians,"Create, analyze, report, convert, or transfer data, using specialized applications program software.",,,4.000000,3.710000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21733,15-1299.02,Geographic Information Systems Technologists and Technicians,"Design, program, or model Geographic Information Systems (GIS) applications or procedures.",,,3.000000,3.570000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21737,15-1299.02,Geographic Information Systems Technologists and Technicians,"Create visual representations of geospatial data, using complex procedures such as analytical modeling, three-dimensional renderings, or plot creation.",,,4.000000,3.360000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
21738,15-1299.02,Geographic Information Systems Technologists and Technicians,Transfer or rescale information from original photographs onto maps or other photographs.,,,5.000000,3.330000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16151,15-1299.09,Information Technology Project Managers,Perform risk assessments to develop response strategies.,,,4.000000,4.050000,2.000000,2.000000,10.000000,2.600000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16152,15-1299.09,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",,,3.000000,4.250000,2.333333,3.000000,10.000000,2.200000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16157,15-1299.09,Information Technology Project Managers,Monitor or track project milestones and deliverables.,,,5.000000,4.290000,2.333333,3.000000,10.000000,1.900000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16159,15-1299.09,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",,,3.000000,4.200000,3.333333,3.000000,10.000000,2.200000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16167,15-1299.09,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",,,4.000000,3.790000,2.000000,3.000000,10.000000,2.800000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16168,15-1299.09,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",,,3.000000,4.000000,4.500000,2.000000,10.000000,2.600000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16170,15-1299.09,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",,,4.000000,4.050000,2.333333,3.000000,10.000000,2.700000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
16171,15-1299.09,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,,,3.000000,3.900000,2.000000,3.000000,10.000000,2.800000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
1328,15-1244.00,Network and Computer Systems Administrators,"Gather data pertaining to customer needs, and use the information to identify, predict, interpret, and evaluate system and network requirements.",101190.000000,318570.000000,3.000000,3.170000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
1330,15-1244.00,Network and Computer Systems Administrators,"Maintain logs related to network functions, as well as maintenance and repair records.",101190.000000,318570.000000,3.000000,3.270000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
15208,15-1244.00,Network and Computer Systems Administrators,"Implement and provide technical support for voice services and equipment, such as private branch exchange, voice mail system, and telecom system.",101190.000000,318570.000000,5.000000,3.590000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14661,15-1253.00,Software Quality Assurance Analysts and Testers,"Perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",110260.000000,199800.000000,4.000000,3.660000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14664,15-1253.00,Software Quality Assurance Analysts and Testers,Conduct historical analyses of test results.,110260.000000,199800.000000,3.000000,3.290000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14731,15-1299.01,Web Administrators,Back up or modify applications and related data to provide for disaster recovery.,,,5.000000,4.600000,4.500000,2.000000,5.000000,1.600000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14732,15-1299.01,Web Administrators,"Determine sources of Web page or server problems, and take action to correct such problems.",,,5.000000,4.320000,4.000000,2.000000,6.000000,2.666667,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14733,15-1299.01,Web Administrators,"Review or update Web page content or links in a timely manner, using appropriate tools.",,,5.000000,3.890000,4.500000,2.000000,7.000000,2.428571,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14734,15-1299.01,Web Administrators,"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",,,5.000000,4.790000,3.666667,3.000000,5.000000,1.800000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14736,15-1299.01,Web Administrators,"Administer internet or intranet infrastructure, including Web, file, and mail servers.",,,5.000000,3.820000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14740,15-1299.01,Web Administrators,"Implement updates, upgrades, and patches in a timely manner to limit loss of service.",,,3.000000,4.250000,4.666667,3.000000,5.000000,2.200000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14742,15-1299.01,Web Administrators,"Collaborate with Web developers to create and operate internal and external Web sites, or to manage projects, such as e-marketing campaigns.",,,3.000000,3.720000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14743,15-1299.01,Web Administrators,"Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly.",,,3.000000,3.890000,4.500000,2.000000,5.000000,2.000000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14744,15-1299.01,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",,,3.000000,3.850000,2.666667,3.000000,5.000000,2.800000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14745,15-1299.01,Web Administrators,Develop Web site performance metrics.,,,3.000000,3.740000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14746,15-1299.01,Web Administrators,Identify or address interoperability requirements.,,,3.000000,3.720000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14749,15-1299.01,Web Administrators,"Track, compile, and analyze Web site usage data.",,,3.000000,4.000000,4.500000,2.000000,4.000000,1.750000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14750,15-1299.01,Web Administrators,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",,,3.000000,4.060000,4.500000,2.000000,4.000000,2.250000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14758,15-1299.01,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",,,5.000000,4.450000,4.000000,2.000000,7.000000,2.428571,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14762,15-1299.01,Web Administrators,Set up or maintain monitoring tools on Web servers or Web sites.,,,3.000000,3.830000,4.500000,2.000000,5.000000,2.600000,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
14763,15-1299.01,Web Administrators,Develop testing routines and procedures.,,,3.000000,3.470000,,,,,,,,,,,,,False,Chưa đủ dữ liệu,Chưa đủ dữ liệu
